[meta] uuid,[meta] weight,[dem] country_code,[dem] age,[dem] gender,[dem] education_level,[dem] degree_of_urbanisation,[dem] residency,[dem] household_size,[dem] immigration,[dem] origin,[dem] settlement_size,[dem] hometown,[dem] ethnicity,[dem] religion,[dem] employment_status,[dem] employment_status_in_education,[dem] work_type_routine,[dem] work_type_manual,[dem] lgbtq,[dem] income_net_monthly,[dem] disposable_income,[dem] household_finances_past12months,[dem] financial_security,[dem] change_household_finances_next12months,[dem] job_security,[dem] status_national_economy,[dem] change_economy_country_past12months,[dem] economy_country_next12months,[aud] social_networks_regularly_used,[aud] social_media_activity_rank,[aud] online_sharing_frequency,[aud] sharing_network_size,[aud] member_organization,[aud] organization_activities_timeperweek,[aud] media_tv_hours,[aud] media_radio_hours,[aud] media_print_hours,[question] opinion_government,[question] political_view,[question] likelihood_to_demonstrate,[question] vote_for_in_us_election,[question] frequency_of_voting,[question] vote_next_national_election,[question] important_issues_when_voting,[question] ranking_importance_of_issues_when_voting,[question] preferred_type_of_political_leader,[question] frequent_sharing_of_politicalviews,[question] independence_or_respect,[question] obedience_or_selfreliance,[question] consideration_or_good_behaviour,[question] curiosity_or_good_manners,[question] democracy_own_country_satisfaction,[question] next_generation_opportunities,[question] currentplace_change_past5years,[question] hometown_change_past5years,[question] country_direction_past5years,[question] financial_situation_change_past5years,[question] international_trade_gain_or_loss,[question] country_comes_first,[question] improving_life_by_hardwork,[question] conspiracy,[question] government_controlled_by_elite,[question] trust_in_own_judgment,[question] perceived_effect_of_diversity,[question] gender_discrimination_importance,[question] family_friends_highereducation,[question] worldview
b106d760-9d5a-0134-8632-0a62e1402143,0.5688166714,US,40,2,3,2,1,4,2,13,2,2,1,8,1,,1,1,1,2,5,4,4,1,1,4,4,2,1 | 13 | 6,4 | 5 | 2 | 1 | 3,1,2,4,3,8,5,1,3,4,5,2,1,1,3 | 4 | 7 | 8 | 11,3 | 8 | 4 | 7 | 11,6 | 4 | 5 | 2 | 1 | 3,1,2,1,2,2,4,1,3,,1,2,2,1,1,1,1,1,1,1,1,2
c58dc770-9d5b-0134-6f2f-0aaafcbd6b1f,0.3992995641,US,17,2,2,2,1,5,4,,2,1,1,8,9,,3,4,1,13,2,4,3,3,4,4,3,6,3,3 | 2 | 4 | 1 | 5,2,2,4,1,1,3,1,3,5,2,4,6,1,1 | 2 | 6 | 7 | 12,7 | 2 | 1 | 12 | 6,4 | 6 | 1 | 3 | 2 | 5,2,1,2,1,1,3,4,4,3,3,4,4,5,2,2,1,2,1,1,3,2
386fe2f0-9d5d-0134-8cec-0a62e1402143,1.440681182,US,48,2,4,1,1,2,5,,4,2,1,7,3,,3,1,2,4,2,5,4,1,4,5,3,2,5 | 2 | 1 | 7 | 6 | 13,2 | 3 | 1 | 4 | 5,1,2,3 | 4,4,3,6,1,3,3,4,4,2,1,4 | 5 | 6 | 7 | 8,6 | 5 | 4 | 7 | 8,3 | 5 | 6 | 2 | 4 | 1,1,1,1,2,2,2,3,4,,4,2,5,1,1,4,3,5,4,1,2,1
c51b84e0-9d61-0134-7ab1-0aaafcbd6b1f,0.4804899079,US,19,1,3,2,1,4,2,9,3,1,6,7,6,3,5,5,2,13,6,6,5,6,5,3,2,4,8 | 10 | 2 | 13,4 | 2 | 5 | 1 | 3,5,1,1,4,1,2,1,3,3,3,4,5,1,1 | 4 | 7 | 6 | 13,1 | 4 | 6 | 7 | 13,5 | 1 | 2 | 3 | 4 | 6,4,2,2,1,1,2,3,3,3,4,3,1,2,1,2,1,4,3,1,2,1
ce34e290-9d61-0134-5691-0a62e1402143,1.011333523,US,14,2,5,1,1,2,4,,8,1,1,8,6,3,5,5,1,13,6,3,5,6,5,6,6,6,3 | 14 | 13 | 1,2 | 3 | 4 | 5 | 1,1,1,4,2,7,5,1,3,3,4,4,6,1,1 | 6 | 7 | 11 | 12,11 | 12 | 6 | 7 | 1,4 | 1 | 2 | 3 | 6 | 5,5,1,2,1,1,3,1,3,3,2,4,1,4,1,1,1,4,1,1,2,2
1d3ec020-9d62-0134-581a-0a62e1402143,1.011333523,US,17,2,5,1,1,3,4,,1,2,1,3,3,,5,5,1,13,6,6,2,6,5,3,6,6,13 | 3,3 | 1 | 4 | 2 | 5,1,1,5,,5,5,2,3,4,4,4,5,3,4 | 3 | 5 | 6 | 8,6 | 5 | 3 | 4 | 8,1 | 2 | 3 | 4 | 5 | 6,2,1,2,1,3,2,3,2,,2,2,2,2,2,2,3,3,1,1,2,2
8370d9e0-9d62-0134-b3bc-0aaafcbd6b1f,0.3992995641,US,17,2,5,2,1,5,2,13,5,1,2,1,6,3,5,5,2,13,6,6,5,6,5,6,6,6,15,4 | 2 | 5 | 1 | 3,6,,4,4,4,3,1,2,2,4,4,6,1,6,6,2 | 4 | 5 | 6 | 3 | 1,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2
85920f00-9d62-0134-59ef-0a62e1402143,1.216969901,US,22,1,4,1,1,4,4,,6,2,1,3,2,,2,2,2,6,3,3,2,2,4,3,5,2,1 | 13 | 2,3 | 4 | 2 | 1 | 5,2,4,1,3,4,4,4,1,4,3,1,1,1,1 | 8 | 7 | 14,8 | 1 | 7 | 14,1 | 5 | 6 | 3 | 4 | 2,1,1,2,3,2,1,3,2,,2,1,3,3,5,1,4,4,1,3,1,1
671c2380-9d64-0134-bc55-0aaafcbd6b1f,1.216969901,US,18,1,2,1,1,4,4,,5,2,1,4,6,3,2,2,2,12,6,2,1,2,1,2,4,1,3 | 13 | 4 | 1,5 | 3 | 2 | 1 | 4,4,2,2 | 3,4,3,2,1,2,4,4,1,6,1,5 | 6 | 10 | 13 | 14,6 | 10 | 5 | 14 | 13,3 | 1 | 5 | 4 | 2 | 6,4,2,2,1,2,1,3,1,,1,2,2,1,1,5,2,4,3,3,2,1
418f2a50-9d65-0134-c104-0aaafcbd6b1f,1.216969901,US,17,1,5,1,1,4,5,,5,1,1,7,4,,5,5,2,13,6,6,2,3,5,3,6,6,13 | 1,4 | 2 | 1 | 3 | 5,5,1,1 | 4,2,4,3,2,3,3,4,4,6,2,1 | 6 | 7 | 13 | 14,1 | 6 | 14 | 7 | 13,2 | 6 | 4 | 5 | 3 | 1,3,2,1,2,1,2,2,2,3,3,3,4,2,2,2,2,3,2,2,3,1
34545960-9d66-0134-fbc2-0a62e1402143,0.3992995641,US,20,2,1,2,1,3,3,5,6,1,2,5,3,,1,3,2,3,4,3,3,3,5,3,3,3,12,1 | 3 | 2 | 5 | 4,4,4,1,3,5,5,4,2,4,4,1,4,3,5 | 3 | 8 | 6 | 9,5 | 6 | 8 | 3 | 9,3 | 1 | 2 | 4 | 5 | 6,2,1,1,1,1,1,2,1,2,2,2,4,3,3,3,2,1,4,1,5,1
768cc4b0-9d66-0134-441a-0aaafcbd6b1f,0.5609149359,US,50,1,3,2,1,4,5,,3,2,1,1,1,,1,1,2,5,3,3,2,6,1,3,2,1,16,,,,1 | 3,4,4,4,2,4,4,4,1,1,1,3 | 4 | 5 | 6 | 7,3 | 7 | 4 | 6 | 5,3 | 6 | 4 | 5 | 1 | 2,3,2,2,1,1,2,2,2,,2,3,3,1,1,2,2,2,3,2,4,1
90b4c290-9d66-0134-9a99-0a62e1402143,0.4804899079,US,17,1,3,2,1,2,5,,3,2,1,7,2,,4,3,2,13,6,6,5,6,5,6,6,6,1,5 | 3 | 1 | 2 | 4,1,3,1,3,3,2,2,1,6,2,2,4,3,1 | 2 | 3 | 4 | 5,4 | 5 | 3 | 2 | 1,2 | 3 | 4 | 5 | 6 | 1,1,2,3,2,1,1,4,3,,4,3,1,2,3,3,2,5,2,3,4,2
fde9da00-9d66-0134-9cbf-0a62e1402143,0.4804899079,US,15,1,2,2,1,5,4,,3,1,1,7,3,,5,5,2,13,6,6,5,6,5,5,5,2,4 | 13 | 1,1 | 4 | 3 | 5 | 2,2,1,3 | 4,2,4,3,2,3,3,3,3,6,3,15,,4 | 2 | 1 | 3 | 5 | 6,2,1,1,1,1,3,3,2,2,1,3,3,2,1,2,1,2,3,2,4,2
d9d40d40-9d67-0134-d116-0aaafcbd6b1f,1.224826827,US,37,1,4,1,1,4,5,,4,2,1,7,1,,1,1,2,8,4,3,2,2,2,5,5,2,6 | 1,4 | 1 | 5 | 3 | 2,4,1,3,2,6,2,1,5,5,4,1,3,2,4 | 5 | 7 | 8 | 12,4 | 7 | 8 | 12 | 5,1 | 3 | 5 | 4 | 6 | 2,5,2,1,2,2,4,4,3,,1,4,5,1,2,2,2,2,3,3,5,1
79553600-9d68-0134-9127-0a62e1402143,0.4804899079,US,16,1,2,2,1,5,5,,3,1,1,1,4,,5,5,1,5,2,2,2,2,5,2,3,3,4,4 | 3 | 2 | 5 | 1,3,1,1 | 4,1,4,2,1,3,4,3,2,1,1,3 | 4 | 6 | 7 | 8,7 | 6 | 4 | 8 | 3,1 | 5 | 2 | 4 | 3 | 6,2,2,1,2,3,1,3,3,3,4,2,2,2,2,3,2,3,2,3,1,1
a11fc520-9d68-0134-793b-0aaafcbd6b1f,0.4804899079,US,15,1,2,2,1,5,4,,3,1,3,7,6,2,5,5,2,6,6,6,2,6,5,6,6,6,1 | 13,4 | 2 | 1 | 5 | 3,5,1,3,2,4,1,1,3,4,4,4,6,1,4 | 6 | 7 | 8 | 11,6 | 8 | 11 | 7 | 4,2 | 5 | 6 | 3 | 1 | 4,3,2,1,1,1,2,1,6,6,3,4,4,1,1,2,4,3,2,1,2,2
1bfde130-9d69-0134-7bb5-0aaafcbd6b1f,0.4804899079,US,15,1,2,2,1,5,4,,1,1,1,1,2,,1,1,2,13,6,6,2,3,2,3,3,3,4 | 13 | 1 | 3 | 5,4 | 1 | 5 | 3 | 2,4,2,4,2,1,2,2,3,3,3,1,1,1,3 | 5 | 12 | 7,5 | 3 | 7 | 12,1 | 3 | 2 | 5 | 4 | 6,4,2,2,1,2,2,2,1,1,3,2,3,1,1,3,2,3,3,2,3,1
e243e3b0-9d6a-0134-f8fc-0a62e1402143,0.4804899079,US,19,1,3,2,1,5,2,13,3,1,1 | 2,1,2,,1,1,2,12,5,1,2,2,1,3,2,3,1 | 4 | 2 | 13,4 | 5 | 1 | 2 | 3,4,1,4,3,5,1,1,3,4,5,2,1,1,4 | 5 | 6 | 12 | 13,5 | 12 | 4 | 6 | 13,3 | 2 | 6 | 1 | 4 | 5,1,1,2,3,3,2,1,1,1,3,1,3,3,2,3,2,3,3,1,5,2
099355f0-9d6b-0134-8514-0aaafcbd6b1f,0.4804899079,US,14,1,1,2,1,5,4,,3,1,5,1,10,,1,1,2,13,6,6,5,6,1,2,6,6,1 | 13 | 3,4 | 2 | 1 | 5 | 3,5,6,4,4,8,1,1,1,5,1,1,5,5,16,,4 | 1 | 3 | 5 | 6 | 2,1,2,2,2,2,1,1,1,1,5,1,1,1,4,4,1,1,1,1,1,1
88fce390-9d6b-0134-9a7a-0a62e1402143,1.216969901,US,16,1,2,1,2,4,1,6,5,1,2,7,10,,5,5,2,13,6,6,5,6,5,6,6,6,1 | 4 | 3 | 13,4 | 5 | 1 | 2 | 3,5,1,5,,5,3,2,3,3,5,4,5,5,4 | 6 | 7 | 8 | 11,6 | 8 | 4 | 7 | 11,3 | 2 | 4 | 5 | 6 | 1,5,2,1,2,2,2,3,1,1,4,2,3,4,1,3,3,3,1,1,5,1
c85b17a0-9d6b-0134-df2d-0a62e1402143,0.4804899079,US,21,1,2,2,1,5,2,3,3,1,4,3,6,2,1,2,2,8,3,3,2,3,2,4,5,5,3 | 13 | 2 | 11 | 1 | 6,4 | 1 | 5 | 2 | 3,5,2,4 | 3 | 1,2,4,4,3,4,4,5,4,3,3,6 | 7 | 8 | 12 | 14,7 | 8 | 12 | 14 | 6,4 | 2 | 6 | 3 | 5 | 1,2,1,2,1,1,3,4,2,4,2,3,4,1,1,2,1,3,3,2,1,2
42217170-9d6c-0134-8a66-0aaafcbd6b1f,1.224826827,US,34,1,3,1,1,3,4,,5,1,1,1,1,,1,1,2,10,1,3,2,2,1,5,5,1,13 | 1 | 6,2 | 3 | 5 | 4 | 1,1,3,2 | 1,2,6,2,1,2,5,3,1,2,1,3 | 4 | 5 | 7 | 2,5 | 3 | 4 | 7 | 2,3 | 6 | 4 | 1 | 5 | 2,1,2,1,1,2,4,2,2,2,1,2,5,1,1,1,1,3,4,3,5,1
46ae9010-9d6c-0134-8a75-0aaafcbd6b1f,1.224826827,US,29,1,4,1,1,4,4,,8,1,1,4,1,,2,3,2,11,3,4,2,2,1,2,2,1,6 | 13 | 9 | 1 | 11 | 7,4 | 5 | 1 | 2 | 3,2,3,1 | 3,4,4,3,2,2,4,2,1,1,1,2 | 4 | 7 | 9 | 14,14 | 4 | 2 | 7 | 9,3 | 2 | 6 | 5 | 1 | 4,2,1,2,1,1,1,1,2,2,3,3,1,1,2,4,2,4,2,1,1,2
50cc7410-9d6c-0134-e168-0a62e1402143,1.011333523,US,19,2,1,1,1,3,5,,5,1,7 | 3,7,6,3,5,5,3,13,6,6,5,6,5,6,6,6,12 | 1 | 13,2 | 3 | 1 | 4 | 5,4,1,5,,5,3,3,3,3,5,4,6,5,1 | 3 | 8 | 10 | 12,12 | 1 | 3 | 8 | 10,2 | 4 | 3 | 6 | 5 | 1,3,3,3,1,3,2,3,6,6,3,3,3,2,2,3,3,3,3,1,3,2
f41e3ca0-9d6c-0134-e432-0a62e1402143,1.216969901,US,14,1,5,1,1,5,3,13,4,2,1 | 7,7,3,,5,3,2,13,5,6,2,6,5,6,6,6,3 | 13 | 6,1 | 2 | 4 | 3 | 5,2,1,5,,5,3,1,3,3,4,4,6,3,3 | 4 | 6 | 8 | 12,8 | 6 | 12 | 3 | 4,2 | 5 | 4 | 3 | 6 | 1,2,2,2,2,1,2,3,6,,4,3,3,2,2,2,5,2,3,1,2,2
052887d0-9d6d-0134-8d79-0aaafcbd6b1f,1.224826827,US,27,1,1,1,1,5,4,,5,1,1,7,4,,5,4,3,13,6,6,5,3,5,6,6,6,13 | 6,5 | 3 | 4 | 1 | 2,1,1,5,,5,3,2,2,2,5,2,3,2,3,3,4 | 6 | 5 | 1 | 3 | 2,3,2,1,2,3,2,3,2,4,5,5,3,4,3,3,2,3,2,3,2,1
70f61380-9d6e-0134-9363-0aaafcbd6b1f,0.4804899079,US,21,1,2,2,1,4,2,5,3,1,2,1,6,1,2,2,2,11,4,1,1,1,1,2,2,1,15,4 | 5 | 2 | 3 | 1,5,1,3,2,6,3,2,2,5,4,3,2,2,14,14,1 | 2 | 6 | 5 | 4 | 3,3,3,1,2,2,2,1,1,1,4,1,2,2,1,2,2,3,3,3,2,1
745a28c0-9d6e-0134-9374-0aaafcbd6b1f,1.216969901,US,15,1,2,1,1,5,5,,6,1,7,1,6,3,5,5,2,3,1,2,1,1,1,1,1,1,1 | 13 | 9,4 | 2 | 5 | 1 | 3,3,1,1,1,3,2,2,2,2,2,2,1,1,2 | 1 | 6 | 11,6 | 1 | 2 | 11,1 | 5 | 2 | 3 | 6 | 4,4,1,1,2,2,2,2,2,2,1,2,2,3,1,2,5,3,4,2,3,1
ee312b80-9d6e-0134-991f-0aaafcbd6b1f,0.3992995641,US,16,2,2,2,1,5,5,,3,2,3 | 5,8,6,2,5,5,1,13,3,4,2,1,5,4,4,4,13 | 3,4 | 2 | 3 | 1 | 5,3,1,5,,3,5,1,4,3,4,4,6,3,11 | 13 | 12 | 3 | 2,11 | 2 | 3 | 12 | 13,2 | 3 | 4 | 6 | 1 | 5,5,2,1,1,1,2,4,2,,2,3,3,4,1,2,2,3,2,1,3,1
ad894080-9d70-0134-9fdf-0aaafcbd6b1f,1.224826827,US,37,1,1,1,1,5,1,3 | 6,4,2,2,7,2,,2,2,2,2,2,3,2,2,1,1,2,1,1 | 3 | 2 | 6 | 4 | 13,1 | 3 | 2 | 4 | 5,1,2,1 | 3,3,3,2,2,5,3,3,4,5,5,3,3,3 | 4 | 6 | 5 | 1 | 2,2,3,1,2,2,3,3,1,,5,2,4,2,1,3,3,2,1,3,6,2
50df12e0-9d71-0134-016a-0aaafcbd6b1f,1.216969901,US,19,1,3,1,1,3,5,,4,2,3 | 1,8,4,,5,5,2,13,6,6,1,6,5,6,6,6,1 | 13 | 4,2 | 4 | 5 | 1 | 3,1,1,5,,4,4,4,2,3,5,1,4,1,16,,6 | 3 | 5 | 2 | 1 | 4,3,2,1,2,2,1,2,3,,4,5,5,4,1,3,3,3,3,3,7,2
dd88d4f0-9d71-0134-0336-0aaafcbd6b1f,1.216969901,US,14,1,1,1,4,,2,5,5,1,1,8,10,,5,5,3,13,6,6,5,6,5,6,6,6,1 | 13,2 | 3 | 4 | 1 | 5,5,1,5,,1,1,1,3,4,5,4,6,5,16,,6 | 4 | 1 | 3 | 2 | 5,3,2,2,3,3,4,3,3,3,3,3,3,3,1,3,2,4,3,3,3,1
e2d774f0-9d71-0134-034a-0aaafcbd6b1f,1.440681182,US,43,2,4,1,1,2,4,,6,2,5 | 3,7,8,,2,1,2,5,5,3,2,2,2,3,3,3,1 | 4 | 7 | 2 | 6 | 13,2 | 5 | 3 | 4 | 1,1,3,4,2,2,3,2,3,3,5,1,2,1,12 | 7 | 6 | 3 | 1,1 | 7 | 3 | 6 | 12,5 | 2 | 3 | 4 | 6 | 1,2,2,1,2,2,2,3,3,,3,3,3,3,2,3,2,2,3,2,2,1
22b37c40-9d72-0134-0459-0aaafcbd6b1f,1.420667912,US,48,1,4,1,1,5,4,,3,1,1,8,1,,2,1,2,7,4,2,2,2,2,2,2,2,13 | 1 | 6 | 9,5 | 2 | 1 | 4 | 3,2,1,1,3,4,6,2,2,4,4,1,3,1,4 | 6 | 14,4 | 6 | 14,3 | 5 | 4 | 2 | 1 | 6,2,2,1,1,2,1,2,2,2,4,2,2,1,1,3,2,3,2,2,2,1
74d5c990-9d72-0134-0553-0aaafcbd6b1f,1.216969901,US,19,1,3,1,1,5,4,,4,1,5,8,3,,3,2,2,6,5,3,2,2,2,2,3,2,4 | 1 | 13,2 | 5 | 4 | 1 | 3,1,1,5,,4,6,1,3,3,5,4,5,2,1 | 3 | 4 | 7 | 12,12 | 7 | 4 | 1 | 3,3 | 4 | 2 | 5 | 6 | 1,4,1,2,2,2,3,4,3,3,3,3,2,2,2,2,3,2,2,2,5,1
8487c6e0-9d72-0134-057f-0aaafcbd6b1f,0.3992995641,US,15,2,2,2,4,,5,,4,2,1,7,3,,5,5,2,13,6,6,5,6,5,3,5,1,5,4 | 2 | 5 | 1 | 3,4,1,3,2,4,7,2,2,4,4,4,6,5,6 | 10 | 12 | 13,12 | 13 | 10 | 6,1 | 5 | 6 | 3 | 4 | 2,3,2,3,2,2,2,2,6,,4,5,4,1,1,2,3,4,5,4,7,2
39d86710-9d73-0134-3102-0aaafcbd6b1f,1.216969901,US,18,1,5,1,1,2,2,6,5,1,7,8,6,3,5,5,2,12,2,1,2,1,5,6,2,2,2 | 1 | 13 | 3 | 6,2 | 4 | 5 | 1 | 3,1,1,5,,2,2,1,1,3,4,4,6,1,6 | 7 | 8 | 13 | 14,6 | 13 | 14 | 7 | 8,5 | 4 | 6 | 2 | 3 | 1,3,2,2,1,1,1,1,1,1,3,1,1,2,1,4,5,4,2,1,2,1
3b52cc50-9d73-0134-310a-0aaafcbd6b1f,1.216969901,US,22,1,2,1,1,1,2,5,4,2,1,7,6,2,3,1,2,13,1,1,1,1,1,1,1,1,1 | 13 | 6 | 2 | 4 | 3,3 | 2 | 1 | 5 | 4,1,2,4,1,1,2,1,1,3,3,4,5,4,16,,3 | 4 | 1 | 6 | 5 | 2,3,2,2,2,2,2,3,2,,3,1,1,1,1,1,3,5,1,4,6,1
7a613500-9d73-0134-31d8-0aaafcbd6b1f,1.216969901,US,20,1,3,1,1,5,4,,3,2,1,8,6,2,2,1,2,4,6,3,3,3,5,3,4,2,4 | 3 | 13,4 | 1 | 2 | 3 | 5,4,2,1,2,5,1,1,2,3,4,4,3,2,4 | 11 | 13,11 | 4 | 13,3 | 2 | 5 | 1 | 6 | 4,3,1,2,1,1,2,3,6,,4,3,1,3,1,3,3,4,1,1,2,2
f6db71b0-9d73-0134-33a0-0aaafcbd6b1f,1.216969901,US,21,1,2,1,1,4,4,,4,1,1,3,6,1,5,5,2,5,2,3,1,3,1,2,6,6,13 | 1,2 | 4 | 1 | 5 | 3,3,1,4,5,2,1,1,3,3,3,2,4,3,4 | 6,6 | 4,4 | 5 | 1 | 3 | 2 | 6,4,2,2,2,2,1,3,2,2,3,3,3,2,1,1,2,3,2,1,2,2
0959e160-9d74-0134-3400-0aaafcbd6b1f,0.4804899079,US,19,1,4,2,1,3,4,,3,1,1,8,1,,2,1,2,11,3,3,3,2,2,4,3,6,1 | 13,2 | 1 | 4 | 3 | 5,1,1,5,,1,3,1,5,4,3,4,5,4,7 | 8 | 12 | 13 | 14,8 | 12 | 7 | 14 | 13,2 | 6 | 1 | 4 | 3 | 5,2,1,2,1,2,3,5,4,4,1,1,5,5,4,1,1,1,1,1,4,1
4cac7a40-9d77-0134-c4e1-0a62e1402143,0.4804899079,US,16,1,2,2,1,3,3,3 | 1,3,1,1,8,10,,5,5,2,13,6,6,5,6,5,6,6,6,13,5 | 2 | 4 | 1 | 3,6,,5,,7,1,1,3,4,4,4,6,5,16,,3 | 5 | 4 | 1 | 2 | 6,5,3,3,3,3,4,3,3,3,3,3,3,1,2,3,3,3,3,3,2,2
4cdbf4e0-9d78-0134-5a91-0aaafcbd6b1f,1.216969901,US,22,1,5,1,1,4,3,1,6,2,1,7,1,,2,2,2,12,2,3,2,3,1,6,6,6,2 | 4 | 13 | 3 | 6,2 | 3 | 4 | 5 | 1,1,7,4,2,7,4,1,4,4,4,3,3,2,8 | 4 | 3 | 12 | 11,12 | 4 | 3 | 8 | 11,2 | 5 | 1 | 4 | 3 | 6,5,3,3,3,2,2,4,6,,3,4,3,3,3,3,3,3,3,2,3,1
ce4171f0-9d78-0134-c973-0a62e1402143,1.216969901,US,14,1,2,1,1,3,2,7,3,1,1,8,10,,5,5,2,2,2,3,2,2,5,2,4,2,15,5 | 4 | 2 | 3 | 1,2,1,4,2,2,1,1,2,3,3,4,6,5,1 | 3 | 6 | 12 | 11,1 | 3 | 6 | 12 | 11,2 | 4 | 5 | 6 | 3 | 1,1,2,1,2,2,3,5,2,1,4,2,1,2,1,2,1,3,2,1,6,2
be62ebd0-9d79-0134-5f0c-0aaafcbd6b1f,1.224826827,US,36,1,4,1,4,,5,,6,2,6 | 7,6,3,,2,2,2,13,3,3,5,6,2,6,6,6,2 | 3 | 9 | 13,4 | 5 | 3 | 1 | 2,4,2,1,1,3,3,3,2,3,5,4,5,2,3 | 4,4 | 3,5 | 3 | 4 | 2 | 6 | 1,3,2,3,3,3,2,2,6,,3,3,3,3,3,3,3,3,3,3,3,2
c0a023b0-9d79-0134-cccd-0a62e1402143,0.4804899079,US,19,1,3,2,1,4,4,,3,1,1,8,4,,2,2,2,13,6,3,5,3,5,3,3,2,2,4 | 1 | 2 | 3 | 5,2,1,4,2,6,5,2,3,4,4,4,5,1,10 | 4 | 5,4 | 10 | 5,5 | 1 | 2 | 3 | 4 | 6,5,2,2,3,1,2,2,3,3,3,3,1,4,2,3,3,5,2,1,2,1
e6b05b70-9d79-0134-cd78-0a62e1402143,0.4804899079,US,14,1,1,2,1,5,4,,3,1,1,4,4,,5,5,2,13,6,6,1,6,5,6,6,6,4 | 13,2 | 5 | 3 | 1 | 4,5,1,4,1,3,2,2,2,5,4,4,6,5,2 | 3 | 6 | 7 | 12,2 | 3 | 12 | 7 | 6,2 | 5 | 1 | 3 | 4 | 6,2,2,1,2,2,2,1,6,3,2,3,3,1,1,2,2,4,3,1,2,2
fc6f70a0-9d79-0134-cdbf-0a62e1402143,1.011333523,US,21,2,5,1,1,4,2,2,4,1,7,7,2,,1,2,2,13,3,1,1,2,1,3,4,2,13 | 2 | 5 | 3 | 4,4 | 3 | 5 | 2 | 1,2,3,3 | 1,4,3,3,2,1,4,4,1,2,1,6 | 7 | 3 | 13 | 14,7 | 6 | 3 | 14 | 13,3 | 4 | 2 | 5 | 6 | 1,4,2,2,2,3,2,4,2,1,3,1,2,1,2,3,5,3,2,4,2,2
5bcc9420-9d7a-0134-6136-0aaafcbd6b1f,0.4804899079,US,21,1,3,2,1,5,4,,3,2,1,8,3,,2,1,1,5,2,2,3,1,5,6,3,6,13 | 7,4 | 5 | 2 | 1 | 3,3,1,4,2,4,3,2,3,3,4,4,5,2,1 | 6 | 7 | 11 | 4,7 | 6 | 4 | 11 | 1,4 | 6 | 2 | 5 | 1 | 3,5,2,2,1,1,2,4,5,,4,2,4,3,2,2,2,4,2,1,7,2
988da320-9d7a-0134-cfa1-0a62e1402143,0.4804899079,US,21,1,3,2,1,5,3,7,3,2,2,7,1,,2,2,2,12,3,3,2,2,2,2,2,2,13,4 | 5 | 2 | 3 | 1,6,,1,2,3,5,3,2,3,3,1,3,2,8,8,2 | 4 | 3 | 1 | 5 | 6,3,2,2,1,2,3,3,4,,2,1,2,2,3,3,3,3,3,3,3,2
b37b3bc0-9d7b-0134-4436-0a62e1402143,0.4804899079,US,17,1,3,2,1,3,5,,4,1,3,8,6,2,5,5,2,3,3,5,3,4,5,5,2,1,13 | 1 | 3,4 | 2 | 1 | 3 | 5,5,7,1,4,1,2,1,5,1,4,2,4,3,3 | 13 | 14,14 | 13 | 3,3 | 5 | 2 | 1 | 6 | 4,3,2,1,2,2,4,4,4,5,4,4,4,4,1,1,1,1,1,1,1,1
b6429be0-9d7b-0134-65b1-0aaafcbd6b1f,0.3992995641,US,18,2,5,2,1,3,5,,1,2,1 | 7,2,10,,5,5,2,13,6,6,5,6,5,5,6,6,6 | 3 | 13 | 4,4 | 3 | 1 | 2 | 5,2,1,5,,5,1,1,4,3,4,1,6,5,1 | 3 | 5 | 6 | 7,1 | 5 | 6 | 7 | 3,2 | 5 | 6 | 4 | 3 | 1,5,2,1,1,2,3,4,6,,1,1,3,1,1,3,5,5,5,2,5,2
b829d340-9d7b-0134-65b6-0aaafcbd6b1f,0.5688166714,US,56,2,2,2,1,2,4,,1,1,1,7,1,,1,1,2,5,3,3,2,3,2,6,6,6,1 | 13,4 | 1 | 2 | 5 | 3,5,1,3,1,7,2,1,3,5,3,4,5,3,15,,2 | 4 | 6 | 1 | 3 | 5,3,2,1,2,2,2,2,3,3,3,3,3,1,3,3,3,3,3,2,3,2
a5228d60-9d7c-0134-6855-0aaafcbd6b1f,0.4804899079,US,15,1,2,2,1,5,4,,3,1,1,7,6,3,5,5,2,13,6,6,5,2,2,3,4,2,13 | 4 | 6,4 | 2 | 1 | 5 | 3,5,1,3,4,2,2,1,1,1,5,1,6,5,3 | 5 | 4 | 6,3 | 6 | 5 | 4,1 | 4 | 3 | 2 | 5 | 6,1,2,1,2,2,2,1,2,1,2,4,2,4,2,2,3,2,2,3,2,2
c86a6a40-9d7c-0134-b466-0a62e1402143,1.216969901,US,14,1,2,1,1,5,5,,3,2,1,7,4,,5,5,2,5,2,5,3,2,5,3,6,1,1 | 3 | 4 | 13,3 | 2 | 4 | 1 | 5,1,1,5,,2,2,2,4,3,4,4,6,5,15,,5 | 2 | 4 | 3 | 1 | 6,2,1,2,1,3,2,1,6,,4,1,1,1,3,5,3,5,3,1,5,1
da3e8460-9d7c-0134-68f1-0aaafcbd6b1f,1.224826827,US,26,1,3,1,1,4,4,,7,1,2,1,6,3,2,3,2,13,2,1,1,3,1,5,5,3,3 | 13,4 | 5 | 1 | 2 | 3,6,,1,6,5,8,1,5,2,4,4,5,3,5 | 6 | 7 | 8 | 11,5 | 11 | 6 | 8 | 7,3 | 2 | 1 | 6 | 5 | 4,5,2,1,1,2,3,4,1,1,2,2,2,1,2,3,3,4,2,1,3,1
